,input_file,sample,processed_sample,processed_sample_(scientific),status,matched_component
1,../data/AK/31.ann,2 maraschino cherry,maraschino cherry,maraschino cherry,Full Term Match,'maraschino cherry:FOODON_03301256'
2,../data/AK/31.ann,3 banana,banana,banana {musa x paradisiaca},Full Term Match,'cavendish banana (whole
2,../data/AK/31.ann,3 banana,banana,banana {musa x paradisiaca},Full Term Match, ripe):FOODON_03311513'
0,../data/AK/10.ann,1 pepper,pepper,pepper,Full Term Match,'sweet yellow bell pepper (whole):FOODON_00003548'
1,../data/AK/10.ann,2 salt,salt,salt,Full Term Match,'salt:CHEBI_24866'
2,../data/AK/10.ann,3 olive oil,olive oil,olive oil,Full Term Match,'olive oil:FOODON_03301826'
3,../data/AK/10.ann,4 vinega,vinega,vinega,No Match,
4,../data/AK/10.ann,5 onion,onion,onion {allium cepa},Full Term Match,'allium cepa:NCBITAXON_4679'
5,../data/AK/10.ann,6 tomatoes,tomato,tomato {solanum lycopersicum},Full Term Match,'tomato (whole
5,../data/AK/10.ann,6 tomatoes,tomato,tomato {solanum lycopersicum},Full Term Match, raw):FOODON_03309927'
6,../data/AK/10.ann,7 avocados,avocado,avocado {persea americana},Full Term Match,'avocado (whole
6,../data/AK/10.ann,7 avocados,avocado,avocado {persea americana},Full Term Match, raw):FOODON_03305236'
0,../data/AK/44.ann,1 butter,butter,butter,Full Term Match,'butter:FOODON_03310351'
1,../data/AK/44.ann,2 sugar,sugar,sugar,Full Term Match,'sugar:FOODON_03420108'
2,../data/AK/44.ann,3 vanilla,vanilla,vanilla,Full Term Match,'vanilla:NCBITAXON_51238'
3,../data/AK/44.ann,4 heavy cream,heavy cream,heavy cream,Full Term Match,'heavy cream:FOODON_03310795'
0,../data/AK/4.ann,1 sesame seeds,sesame seed,sesame seed,Full Term Match,'sesame seed (whole):FOODON_03310306'
1,../data/AK/4.ann,2 swiss cheese,swiss cheese,swiss cheese,Full Term Match,'swiss cheese:FOODON_03303659'
2,../data/AK/4.ann,3 cheddar cheese,cheddar cheese,cheddar cheese,Full Term Match,'cheddar cheese:FOODON_03302458'
3,../data/AK/4.ann,4 deli ham,deli ham,deli ham,Component Match,'ham food product:FOODON_00002502'
4,../data/AK/4.ann,5 crescent rolls,crescent roll,crescent roll,Component Match,'roll or bun:FOODON_00002743'
5,../data/AK/4.ann,6 mustard,mustard,mustard,Full Term Match,'mustard food product:FOODON_00002053'
0,../data/AK/35.ann,1 pepper,pepper,pepper,Full Term Match,'sweet yellow bell pepper (whole):FOODON_00003548'
1,../data/AK/35.ann,2 salt,salt,salt,Full Term Match,'salt:CHEBI_24866'
2,../data/AK/35.ann,3 tomatoes,tomato,tomato {solanum lycopersicum},Full Term Match,'tomato (whole
2,../data/AK/35.ann,3 tomatoes,tomato,tomato {solanum lycopersicum},Full Term Match, raw):FOODON_03309927'
3,../data/AK/35.ann,4 onion,onion,onion {allium cepa},Full Term Match,'allium cepa:NCBITAXON_4679'
4,../data/AK/35.ann,5 bacon,bacon,bacon,Full Term Match,'bacon food product:FOODON_00001061'
5,../data/AK/35.ann,6 okra,okra,okra {abelmoschus esculentus},Full Term Match,'okra (whole
5,../data/AK/35.ann,6 okra,okra,okra {abelmoschus esculentus},Full Term Match, raw):FOODON_03301828'
6,../data/AK/35.ann,7 okra,okra,okra {abelmoschus esculentus},Full Term Match,'okra (whole
6,../data/AK/35.ann,7 okra,okra,okra {abelmoschus esculentus},Full Term Match, raw):FOODON_03301828'
0,../data/AK/26.ann,1 salt,salt,salt,Full Term Match,'salt:CHEBI_24866'
1,../data/AK/26.ann,2 celery,celery,celery {apium graveolens dulce group},Full Term Match,'celery stalk (whole
1,../data/AK/26.ann,2 celery,celery,celery {apium graveolens dulce group},Full Term Match, raw):FOODON_03301727'
2,../data/AK/26.ann,3 mayo,mayonnaise,mayonnaise,Full Term Match,'mayonnaise:FOODON_03301440'
3,../data/AK/26.ann,4 eggs,egg,egg,Full Term Match,'egg food product:FOODON_00001274'
4,../data/AK/26.ann,5 potatoes,potato,potato {solanum tuberosum},Full Term Match,'potato (whole
4,../data/AK/26.ann,5 potatoes,potato,potato {solanum tuberosum},Full Term Match, raw):FOODON_03301449'
0,../data/AK/34.ann,1 vanilla,vanilla,vanilla,Full Term Match,'vanilla:NCBITAXON_51238'
1,../data/AK/34.ann,2 water,water,water,Full Term Match,'water:CHEBI_15377'
2,../data/AK/34.ann,3 baking chocolate,baking chocolate,baking chocolate,Component Match,'chocolate:FOODON_03307240'
3,../data/AK/34.ann,4 milk,milk,milk,Full Term Match,'milk:UBERON_0001913'
0,../data/AK/37.ann,1 vine tomatoes,vine tomato,vine tomato {solanum lycopersicum},Component Match,'tomato (whole
0,../data/AK/37.ann,1 vine tomatoes,vine tomato,vine tomato {solanum lycopersicum},Component Match, raw):FOODON_03309927'
1,../data/AK/37.ann,2 olives,olife,olife,No Match,
2,../data/AK/37.ann,3 olives,olife,olife,No Match,
3,../data/AK/37.ann,4 Dijon mustard,dijon mustard,dijon mustard,Full Term Match,'mustard (dijon):FOODON_03306361'
4,../data/AK/37.ann,5 olive oil,olive oil,olive oil,Full Term Match,'olive oil:FOODON_03301826'
5,../data/AK/37.ann,6 red wine vinegar,red wine vinegar,red wine vinegar,Component Match,'red wine:FOODON_03310272'
5,../data/AK/37.ann,6 red wine vinegar,red wine vinegar,red wine vinegar,Component Match, 'wine vinegar:FOODON_03301228'
6,../data/AK/37.ann,7 butter lettuces,butter lettuce,butter lettuce,Component Match,'butter:FOODON_03310351'
6,../data/AK/37.ann,7 butter lettuces,butter lettuce,butter lettuce,Component Match, 'lettuce head food product:FOODON_00001998'
0,../data/AK/25.ann,1 oatmeal,oatmeal,oatmeal,No Match,
1,../data/AK/25.ann,2 blueberry,blueberry,blueberry,Full Term Match,'blueberry (whole
1,../data/AK/25.ann,2 blueberry,blueberry,blueberry,Full Term Match, raw):FOODON_03302045'
2,../data/AK/25.ann,3 almond,almond,almond {prunus dulcis},Full Term Match,'almond (whole
2,../data/AK/25.ann,3 almond,almond,almond {prunus dulcis},Full Term Match, raw):FOODON_03301355'
3,../data/AK/25.ann,4 chia seed,chia seed,chia seed,Full Term Match,'chia seed (whole):FOODON_00002961'
4,../data/AK/25.ann,5 vanilla bean,vanilla bean,vanilla bean,Full Term Match,'vanilla bean (whole
4,../data/AK/25.ann,5 vanilla bean,vanilla bean,vanilla bean,Full Term Match, raw):FOODON_03302056'
5,../data/AK/25.ann,6 sugar,sugar,sugar,Full Term Match,'sugar:FOODON_03420108'
6,../data/AK/25.ann,7 water,water,water,Full Term Match,'water:CHEBI_15377'
7,../data/AK/25.ann,8 milk,milk,milk,Full Term Match,'milk:UBERON_0001913'
0,../data/AK/8.ann,1 egg,egg,egg,Full Term Match,'egg food product:FOODON_00001274'
1,../data/AK/8.ann,2 whipped cream,whipped cream,whipped cream,Full Term Match,'whipped cream:FOODON_03302897'
2,../data/AK/8.ann,3 vanilla extract,vanilla extract,vanilla extract,Component Match,'vanilla:NCBITAXON_51238'
3,../data/AK/8.ann,4 chocolate chips,chocolate chips,chocolate chips,Component Match,'38900 - fries (finger chips) (efsa foodex2):FOODON_03543890'
3,../data/AK/8.ann,4 chocolate chips,chocolate chips,chocolate chips,Component Match, 'chocolate:FOODON_03307240'
4,../data/AK/8.ann,5 heavy cream,heavy cream,heavy cream,Full Term Match,'heavy cream:FOODON_03310795'
0,../data/AK/28.ann,1 strawberry,strawberry,strawberry {fragaria x ananassa},Full Term Match,'strawberry (whole
0,../data/AK/28.ann,1 strawberry,strawberry,strawberry {fragaria x ananassa},Full Term Match, raw):FOODON_03301722'
1,../data/AK/28.ann,2 water,water,water,Full Term Match,'water:CHEBI_15377'
2,../data/AK/28.ann,3 milk,milk,milk,Full Term Match,'milk:UBERON_0001913'
0,../data/AK/22.ann,1 apple cider vinegar,apple cider vinegar,apple {malus domestica} cider vinegar,Component Match,'apple cider (non-alcoholic):FOODON_03301129'
0,../data/AK/22.ann,1 apple cider vinegar,apple cider vinegar,apple {malus domestica} cider vinegar,Component Match, 'apple vinegar food product:FOODON_00001613'
1,../data/AK/22.ann,2 dr pepper,dr pepper,dr pepper,Component Match,'sweet yellow bell pepper (whole):FOODON_00003548'
2,../data/AK/22.ann,3 Coke,coke,coke,No Match,
3,../data/AK/22.ann,4 sugar,sugar,sugar,Full Term Match,'sugar:FOODON_03420108'
4,../data/AK/22.ann,5 mustard,mustard,mustard,Full Term Match,'mustard food product:FOODON_00002053'
5,../data/AK/22.ann,6 ham,ham,ham,Full Term Match,'ham food product:FOODON_00002502'
6,../data/AK/22.ann,7 cloves,clofe,clofe,No Match,
0,../data/AK/9.ann,1 lime,lime,lime,Full Term Match,'lime (whole
0,../data/AK/9.ann,1 lime,lime,lime,Full Term Match, raw):FOODON_03305086'
1,../data/AK/9.ann,2 kosher salt,kosher salt,kosher salt,Component Match,'salt:CHEBI_24866'
2,../data/AK/9.ann,3 grapefruit juice,grapefruit juice,grapefruit {citrus x paradisi} juice,Full Term Match,'grapefruit juice:FOODON_03306174'
3,../data/AK/9.ann,4 lime juice,lime juice,lime juice,Full Term Match,'lime juice:FOODON_03306160'
4,../data/AK/9.ann,5 orange liqueur,orange liqueur,orange liqueur,Component Match,'liqueur:FOODON_03301008'
4,../data/AK/9.ann,5 orange liqueur,orange liqueur,orange liqueur,Component Match, 'orange (whole
4,../data/AK/9.ann,5 orange liqueur,orange liqueur,orange liqueur,Component Match, raw):FOODON_03309832'
5,../data/AK/9.ann,6 tequila,tequila,tequila,Full Term Match,'tequila:FOODON_03304704'
6,../data/AK/9.ann,7 ice,ice,ice,Full Term Match,'ice:ENVO_01001125'
7,../data/AK/9.ann,8 limes,lime,lime,Full Term Match,'lime (whole
7,../data/AK/9.ann,8 limes,lime,lime,Full Term Match, raw):FOODON_03305086'
0,../data/AK/36.ann,1 milk,milk,milk,Full Term Match,'lowfat cow milk (1% fat):FOODON_00002815'
1,../data/AK/36.ann,2 baking soda,baking soda,baking soda,Full Term Match,'baking soda product:FOODON_00002385'
2,../data/AK/36.ann,3 salt,salt,salt,Full Term Match,'salt:CHEBI_24866'
3,../data/AK/36.ann,4 flour,flour,flour,Full Term Match,'flour food product:FOODON_00001056'
